,sessionID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,userID,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,cluster
25076,2_39_88_438_2019-11-20 21:43:50.970985,"Wed, 20 Nov 2019 21:43:51 GMT","Thu, 21 Nov 2019 03:52:38 GMT","Thu, 21 Nov 2019 02:16:48 GMT",15.573,000004591,200.0,18.0,90.0,293.0,"Wed, 20 Nov 2019 21:52:52 GMT",True,"Thu, 21 Nov 2019 02:36:51 GMT",0.0
25078,2_39_129_17_2019-11-21 01:32:41.440547,"Thu, 21 Nov 2019 01:32:41 GMT","Thu, 21 Nov 2019 03:07:01 GMT","Thu, 21 Nov 2019 03:06:48 GMT",5.488,000001089,400.0,8.0,20.0,86.0,"Thu, 21 Nov 2019 01:33:25 GMT",True,"Thu, 21 Nov 2019 02:58:41 GMT",0.0
25079,2_39_139_28_2019-11-21 02:33:11.931709,"Thu, 21 Nov 2019 02:33:12 GMT","Thu, 21 Nov 2019 04:27:27 GMT","Thu, 21 Nov 2019 04:24:29 GMT",6.006,000001564,300.0,9.0,30.0,103.0,"Thu, 21 Nov 2019 02:33:21 GMT",True,"Thu, 21 Nov 2019 04:16:12 GMT",0.0
25080,2_39_131_30_2019-11-21 02:57:52.539405,"Thu, 21 Nov 2019 02:58:00 GMT","Thu, 21 Nov 2019 05:03:11 GMT","Thu, 21 Nov 2019 04:57:40 GMT",11.88,000003123,400.0,12.0,30.0,154.0,"Thu, 21 Nov 2019 02:58:00 GMT",True,"Thu, 21 Nov 2019 05:32:00 GMT",2.0
25083,2_39_79_383_2019-11-21 16:16:08.105588,"Thu, 21 Nov 2019 16:16:08 GMT","Fri, 22 Nov 2019 00:33:51 GMT","Thu, 21 Nov 2019 17:44:36 GMT",9.587,000001470,292.0,17.52,60.0,477.0,"Thu, 21 Nov 2019 16:16:23 GMT",True,"Fri, 22 Nov 2019 00:13:08 GMT",0.0
25085,2_39_91_437_2019-11-21 16:33:19.092980,"Thu, 21 Nov 2019 16:33:19 GMT","Thu, 21 Nov 2019 19:40:34 GMT","Thu, 21 Nov 2019 19:20:00 GMT",16.466,000000431,400.0,24.0,60.0,236.0,"Thu, 21 Nov 2019 16:33:36 GMT",True,"Thu, 21 Nov 2019 20:29:19 GMT",0.0
25086,2_39_89_25_2019-11-21 16:38:03.420766,"Thu, 21 Nov 2019 16:38:04 GMT","Fri, 22 Nov 2019 02:54:04 GMT","Thu, 21 Nov 2019 18:45:01 GMT",5.66,000000891,400.0,8.0,20.0,206.0,"Thu, 21 Nov 2019 16:38:04 GMT",True,"Thu, 21 Nov 2019 20:04:04 GMT",0.0
25087,2_39_79_381_2019-11-21 16:41:24.762873,"Thu, 21 Nov 2019 16:41:25 GMT","Fri, 22 Nov 2019 00:27:23 GMT","Thu, 21 Nov 2019 22:56:53 GMT",2.824,000000634,300.0,3.0,10.0,400.0,"Thu, 21 Nov 2019 16:41:40 GMT",True,"Thu, 21 Nov 2019 23:21:25 GMT",2.0
25088,2_39_127_19_2019-11-21 16:47:52.823853,"Thu, 21 Nov 2019 16:47:53 GMT","Fri, 22 Nov 2019 02:28:02 GMT","Thu, 21 Nov 2019 18:39:35 GMT",5.089,000000562,325.0,6.5,20.0,212.0,"Thu, 21 Nov 2019 16:48:22 GMT",True,"Thu, 21 Nov 2019 20:19:53 GMT",0.0
25089,2_39_129_17_2019-11-21 16:49:49.937002,"Thu, 21 Nov 2019 16:49:50 GMT","Fri, 22 Nov 2019 00:45:46 GMT","Fri, 22 Nov 2019 00:31:32 GMT",11.914,000000620,400.0,12.0,30.0,453.0,"Thu, 21 Nov 2019 16:50:17 GMT",True,"Fri, 22 Nov 2019 00:22:50 GMT",2.0
25090,2_39_79_377_2019-11-21 16:51:13.361674,"Thu, 21 Nov 2019 16:51:13 GMT","Fri, 22 Nov 2019 01:17:16 GMT","Thu, 21 Nov 2019 21:33:18 GMT",16.0,000000676,400.0,24.0,60.0,629.0,"Thu, 21 Nov 2019 16:51:29 GMT",True,"Fri, 22 Nov 2019 03:20:13 GMT",1.0
25091,2_39_78_362_2019-11-21 17:00:56.771483,"Thu, 21 Nov 2019 17:00:57 GMT","Fri, 22 Nov 2019 02:24:32 GMT","Fri, 22 Nov 2019 02:25:29 GMT",27.624,000000564,231.0,27.72,120.0,543.0,"Thu, 21 Nov 2019 17:01:08 GMT",True,"Fri, 22 Nov 2019 02:03:57 GMT",2.0
25092,2_39_78_360_2019-11-21 17:05:05.105992,"Thu, 21 Nov 2019 17:05:05 GMT","Fri, 22 Nov 2019 03:04:53 GMT","Thu, 21 Nov 2019 18:58:02 GMT",11.47,000000558,400.0,24.0,60.0,60.0,"Thu, 21 Nov 2019 17:05:07 GMT",True,"Thu, 21 Nov 2019 18:05:05 GMT",1.0
25094,2_39_92_436_2019-11-21 17:23:54.758100,"Thu, 21 Nov 2019 17:23:57 GMT","Thu, 21 Nov 2019 18:32:10 GMT","Thu, 21 Nov 2019 18:32:05 GMT",6.662,000003856,400.0,20.0,50.0,149.0,"Thu, 21 Nov 2019 17:23:56 GMT",True,"Thu, 21 Nov 2019 19:52:57 GMT",0.0
25095,2_39_95_444_2019-11-21 17:29:11.111009,"Thu, 21 Nov 2019 17:29:11 GMT","Fri, 22 Nov 2019 02:08:38 GMT","Thu, 21 Nov 2019 21:32:19 GMT",27.538,000001957,292.0,29.2,100.0,459.0,"Thu, 21 Nov 2019 17:30:13 GMT",True,"Fri, 22 Nov 2019 01:08:11 GMT",2.0
25097,2_39_78_365_2019-11-21 17:36:01.736161,"Thu, 21 Nov 2019 17:36:02 GMT","Fri, 22 Nov 2019 02:04:07 GMT","Fri, 22 Nov 2019 02:04:04 GMT",6.427,000000714,400.0,20.0,50.0,451.0,"Thu, 21 Nov 2019 17:36:05 GMT",True,"Fri, 22 Nov 2019 01:07:02 GMT",2.0
25098,2_39_92_442_2019-11-21 17:41:40.089829,"Thu, 21 Nov 2019 17:41:40 GMT","Thu, 21 Nov 2019 20:44:19 GMT","Thu, 21 Nov 2019 20:44:11 GMT",19.782,000001208,364.0,40.04,110.0,60.0,"Thu, 21 Nov 2019 17:43:12 GMT",True,"Thu, 21 Nov 2019 18:41:40 GMT",0.0
25099,2_39_90_26_2019-11-21 17:54:36.650963,"Thu, 21 Nov 2019 17:54:37 GMT","Thu, 21 Nov 2019 19:27:37 GMT","Thu, 21 Nov 2019 19:27:32 GMT",10.194,000001912,400.0,20.0,50.0,226.0,"Thu, 21 Nov 2019 17:55:48 GMT",True,"Thu, 21 Nov 2019 21:40:37 GMT",0.0
25100,2_39_124_22_2019-11-21 17:56:02.398202,"Thu, 21 Nov 2019 17:56:02 GMT","Fri, 22 Nov 2019 03:28:31 GMT","Thu, 21 Nov 2019 20:32:25 GMT",17.327,000002961,400.0,40.0,100.0,60.0,"Thu, 21 Nov 2019 17:56:07 GMT",True,"Thu, 21 Nov 2019 18:56:02 GMT",1.0
25101,2_39_88_24_2019-11-21 17:56:08.495969,"Thu, 21 Nov 2019 17:56:08 GMT","Fri, 22 Nov 2019 04:51:05 GMT","Thu, 21 Nov 2019 19:51:41 GMT",5.749,000001364,400.0,8.0,20.0,60.0,"Thu, 21 Nov 2019 17:56:19 GMT",True,"Thu, 21 Nov 2019 18:56:08 GMT",2.0
25104,2_39_79_376_2019-11-21 18:04:27.990242,"Thu, 21 Nov 2019 18:04:28 GMT","Fri, 22 Nov 2019 02:43:51 GMT","Fri, 22 Nov 2019 01:40:16 GMT",8.109,000002170,400.0,8.0,20.0,60.0,"Thu, 21 Nov 2019 18:04:39 GMT",True,"Thu, 21 Nov 2019 19:04:28 GMT",2.0
25105,2_39_78_361_2019-11-21 18:13:24.829987,"Thu, 21 Nov 2019 18:13:25 GMT","Thu, 21 Nov 2019 19:39:24 GMT","Thu, 21 Nov 2019 19:39:20 GMT",3.583,000001095,400.0,16.0,40.0,441.0,"Thu, 21 Nov 2019 18:13:38 GMT",True,"Fri, 22 Nov 2019 01:34:25 GMT",2.0
25106,2_39_79_378_2019-11-21 18:16:59.432467,"Thu, 21 Nov 2019 18:16:59 GMT","Fri, 22 Nov 2019 05:22:54 GMT","Thu, 21 Nov 2019 19:32:13 GMT",2.135,000001082,400.0,16.0,40.0,291.0,"Thu, 21 Nov 2019 18:17:21 GMT",True,"Thu, 21 Nov 2019 23:07:59 GMT",1.0
25107,2_39_91_441_2019-11-21 18:29:26.689013,"Thu, 21 Nov 2019 18:29:27 GMT","Thu, 21 Nov 2019 20:01:20 GMT","Thu, 21 Nov 2019 20:01:11 GMT",10.023,000001087,400.0,20.0,50.0,173.0,"Thu, 21 Nov 2019 18:29:33 GMT",True,"Thu, 21 Nov 2019 21:22:27 GMT",0.0
25108,2_39_139_28_2019-11-21 19:24:36.515444,"Thu, 21 Nov 2019 19:24:36 GMT","Fri, 22 Nov 2019 01:32:20 GMT","Thu, 21 Nov 2019 22:55:06 GMT",7.909,000000559,400.0,8.0,20.0,369.0,"Thu, 21 Nov 2019 19:24:51 GMT",True,"Fri, 22 Nov 2019 01:33:36 GMT",1.0
25109,2_39_91_437_2019-11-21 19:54:17.682404,"Thu, 21 Nov 2019 19:54:18 GMT","Fri, 22 Nov 2019 01:06:52 GMT","Fri, 22 Nov 2019 00:31:35 GMT",28.035,000002972,469.0,28.14,60.0,233.0,"Thu, 21 Nov 2019 19:54:44 GMT",True,"Thu, 21 Nov 2019 23:47:18 GMT",0.0
25111,2_39_91_441_2019-11-21 20:26:56.858505,"Thu, 21 Nov 2019 20:26:57 GMT","Fri, 22 Nov 2019 02:25:25 GMT","Thu, 21 Nov 2019 22:26:44 GMT",6.515,000001124,400.0,8.0,20.0,60.0,"Thu, 21 Nov 2019 20:27:26 GMT",True,"Thu, 21 Nov 2019 21:26:57 GMT",0.0
25112,2_39_90_26_2019-11-21 20:52:51.769383,"Thu, 21 Nov 2019 20:52:52 GMT","Fri, 22 Nov 2019 00:08:39 GMT","Thu, 21 Nov 2019 21:58:04 GMT",6.706,000001912,400.0,20.0,50.0,230.0,"Thu, 21 Nov 2019 20:53:02 GMT",True,"Fri, 22 Nov 2019 00:42:52 GMT",0.0
25113,2_39_92_436_2019-11-21 21:05:19.520491,"Thu, 21 Nov 2019 21:05:19 GMT","Fri, 22 Nov 2019 01:12:20 GMT","Fri, 22 Nov 2019 00:39:22 GMT",17.71,000000560,400.0,32.0,80.0,297.0,"Thu, 21 Nov 2019 21:05:39 GMT",True,"Fri, 22 Nov 2019 02:02:19 GMT",0.0
25115,2_39_138_29_2019-11-22 04:16:30.719169,"Fri, 22 Nov 2019 04:16:31 GMT","Fri, 22 Nov 2019 05:47:52 GMT","Fri, 22 Nov 2019 05:47:48 GMT",10.222,000001263,375.0,30.0,80.0,115.0,"Fri, 22 Nov 2019 04:17:53 GMT",True,"Fri, 22 Nov 2019 06:11:31 GMT",0.0
25116,2_39_139_28_2019-11-22 04:47:00.834485,"Fri, 22 Nov 2019 04:47:01 GMT","Fri, 22 Nov 2019 21:00:42 GMT","Fri, 22 Nov 2019 09:32:11 GMT",30.983,000000067,250.0,45.0,180.0,600.0,"Fri, 22 Nov 2019 04:47:04 GMT",True,"Fri, 22 Nov 2019 14:47:01 GMT",1.0
25117,2_39_138_29_2019-11-22 16:19:06.464435,"Fri, 22 Nov 2019 16:19:06 GMT","Fri, 22 Nov 2019 20:19:34 GMT","Fri, 22 Nov 2019 17:45:48 GMT",4.417,000001564,300.0,9.0,30.0,103.0,"Fri, 22 Nov 2019 16:19:20 GMT",True,"Fri, 22 Nov 2019 18:02:06 GMT",0.0
25118,2_39_78_366_2019-11-22 16:25:06.262410,"Fri, 22 Nov 2019 16:25:06 GMT","Sat, 23 Nov 2019 00:35:03 GMT","Fri, 22 Nov 2019 20:54:16 GMT",14.034,000003853,360.0,21.6,60.0,600.0,"Fri, 22 Nov 2019 16:25:38 GMT",True,"Sat, 23 Nov 2019 02:25:06 GMT",1.0
25119,2_39_79_383_2019-11-22 16:30:34.699176,"Fri, 22 Nov 2019 16:30:35 GMT","Sat, 23 Nov 2019 00:17:25 GMT","Fri, 22 Nov 2019 19:53:04 GMT",14.314,000001470,292.0,17.52,60.0,477.0,"Fri, 22 Nov 2019 16:30:51 GMT",True,"Sat, 23 Nov 2019 00:27:35 GMT",0.0
25120,2_39_79_380_2019-11-22 16:37:03.038672,"Fri, 22 Nov 2019 16:37:03 GMT","Fri, 22 Nov 2019 22:10:31 GMT","Fri, 22 Nov 2019 22:05:42 GMT",2.805,000000634,300.0,3.0,10.0,400.0,"Fri, 22 Nov 2019 16:37:14 GMT",True,"Fri, 22 Nov 2019 23:17:03 GMT",2.0
25122,2_39_78_365_2019-11-22 16:53:53.345457,"Fri, 22 Nov 2019 16:53:53 GMT","Sat, 23 Nov 2019 01:42:43 GMT","Fri, 22 Nov 2019 18:39:47 GMT",6.88,000000714,400.0,20.0,50.0,364.0,"Fri, 22 Nov 2019 16:54:11 GMT",True,"Fri, 22 Nov 2019 22:57:53 GMT",2.0
25124,2_39_126_20_2019-11-22 16:58:03.483000,"Fri, 22 Nov 2019 16:58:03 GMT","Sat, 23 Nov 2019 05:24:42 GMT","Fri, 22 Nov 2019 18:00:15 GMT",2.065,000001082,400.0,16.0,40.0,291.0,"Fri, 22 Nov 2019 16:58:39 GMT",True,"Fri, 22 Nov 2019 21:49:03 GMT",1.0
25125,2_39_78_363_2019-11-22 17:13:59.858035,"Fri, 22 Nov 2019 17:14:00 GMT","Sat, 23 Nov 2019 01:41:01 GMT","Fri, 22 Nov 2019 18:53:51 GMT",5.13,000002244,400.0,8.0,20.0,60.0,"Fri, 22 Nov 2019 17:14:26 GMT",True,"Fri, 22 Nov 2019 18:14:00 GMT",2.0
25126,2_39_78_367_2019-11-22 17:23:16.109784,"Fri, 22 Nov 2019 17:23:16 GMT","Fri, 22 Nov 2019 17:29:48 GMT","Fri, 22 Nov 2019 17:29:46 GMT",0.585,000001208,364.0,40.04,110.0,60.0,"Fri, 22 Nov 2019 17:24:28 GMT",True,"Fri, 22 Nov 2019 18:23:16 GMT",0.0
25127,2_39_79_376_2019-11-22 17:29:38.382226,"Fri, 22 Nov 2019 17:29:38 GMT","Sat, 23 Nov 2019 03:53:15 GMT","Fri, 22 Nov 2019 21:11:46 GMT",22.629,000000579,400.0,32.0,80.0,585.0,"Fri, 22 Nov 2019 17:30:02 GMT",True,"Sat, 23 Nov 2019 03:14:38 GMT",2.0
25129,2_39_92_436_2019-11-22 17:40:32.186232,"Fri, 22 Nov 2019 17:40:32 GMT","Sat, 23 Nov 2019 01:29:01 GMT","Fri, 22 Nov 2019 21:04:24 GMT",19.369,000002961,400.0,40.0,100.0,60.0,"Fri, 22 Nov 2019 18:16:05 GMT",True,"Fri, 22 Nov 2019 18:40:32 GMT",1.0
25130,2_39_79_379_2019-11-22 17:41:15.462663,"Fri, 22 Nov 2019 17:41:15 GMT","Sat, 23 Nov 2019 03:13:58 GMT","Fri, 22 Nov 2019 19:37:57 GMT",11.526,000000558,400.0,28.0,70.0,60.0,"Fri, 22 Nov 2019 17:41:17 GMT",True,"Fri, 22 Nov 2019 18:41:15 GMT",1.0
25131,2_39_79_377_2019-11-22 17:44:07.595354,"Fri, 22 Nov 2019 17:44:08 GMT","Sat, 23 Nov 2019 01:24:55 GMT","Sat, 23 Nov 2019 00:32:10 GMT",18.326,000000515,400.0,20.0,50.0,133.0,"Fri, 22 Nov 2019 20:06:43 GMT",True,"Fri, 22 Nov 2019 19:57:08 GMT",0.0
25132,2_39_95_27_2019-11-22 17:46:34.048333,"Fri, 22 Nov 2019 17:46:34 GMT","Sat, 23 Nov 2019 02:05:47 GMT","Fri, 22 Nov 2019 18:06:35 GMT",1.219,000000751,400.0,8.0,20.0,60.0,"Fri, 22 Nov 2019 17:47:06 GMT",True,"Fri, 22 Nov 2019 18:46:34 GMT",2.0
25133,2_39_78_364_2019-11-22 17:47:03.724848,"Fri, 22 Nov 2019 17:47:04 GMT","Sat, 23 Nov 2019 01:22:55 GMT","Sat, 23 Nov 2019 01:14:49 GMT",15.892,000000697,400.0,16.0,40.0,270.0,"Fri, 22 Nov 2019 17:47:17 GMT",True,"Fri, 22 Nov 2019 22:17:04 GMT",2.0
25135,2_39_89_25_2019-11-22 17:52:13.297345,"Fri, 22 Nov 2019 17:52:13 GMT","Sat, 23 Nov 2019 05:30:06 GMT","Fri, 22 Nov 2019 18:44:49 GMT",1.6,000000324,444.0,8.88,20.0,168.0,"Fri, 22 Nov 2019 17:52:31 GMT",True,"Fri, 22 Nov 2019 20:40:13 GMT",1.0
25137,2_39_89_439_2019-11-22 17:56:37.898466,"Fri, 22 Nov 2019 17:56:38 GMT","Fri, 22 Nov 2019 20:06:17 GMT","Fri, 22 Nov 2019 19:53:47 GMT",5.952,000000743,400.0,8.0,20.0,470.0,"Fri, 22 Nov 2019 17:56:45 GMT",True,"Sat, 23 Nov 2019 01:46:38 GMT",0.0
25138,2_39_90_26_2019-11-22 18:08:28.346144,"Fri, 22 Nov 2019 18:08:28 GMT","Sat, 23 Nov 2019 01:30:02 GMT","Fri, 22 Nov 2019 20:07:36 GMT",11.733,000001095,400.0,16.0,40.0,441.0,"Fri, 22 Nov 2019 18:09:30 GMT",True,"Sat, 23 Nov 2019 01:29:28 GMT",2.0
25140,2_39_123_23_2019-11-22 18:34:15.253691,"Fri, 22 Nov 2019 18:34:15 GMT","Fri, 22 Nov 2019 20:36:37 GMT","Fri, 22 Nov 2019 20:36:32 GMT",13.659,000003856,400.0,40.0,100.0,149.0,"Fri, 22 Nov 2019 18:34:17 GMT",True,"Fri, 22 Nov 2019 21:03:15 GMT",0.0
25142,2_39_88_24_2019-11-22 18:49:28.267575,"Fri, 22 Nov 2019 18:49:28 GMT","Sat, 23 Nov 2019 01:57:06 GMT","Fri, 22 Nov 2019 20:48:56 GMT",6.57,000001124,400.0,8.0,20.0,60.0,"Fri, 22 Nov 2019 18:49:52 GMT",True,"Fri, 22 Nov 2019 19:49:28 GMT",0.0
25143,2_39_88_438_2019-11-22 18:57:18.294325,"Fri, 22 Nov 2019 18:57:18 GMT","Sat, 23 Nov 2019 01:17:50 GMT","Fri, 22 Nov 2019 21:12:50 GMT",14.148,000000832,400.0,20.0,50.0,373.0,"Fri, 22 Nov 2019 18:57:42 GMT",True,"Sat, 23 Nov 2019 01:10:18 GMT",0.0
25144,2_39_91_437_2019-11-22 19:02:20.612842,"Fri, 22 Nov 2019 19:02:21 GMT","Sat, 23 Nov 2019 02:08:24 GMT","Fri, 22 Nov 2019 19:44:30 GMT",1.728,000000891,400.0,8.0,20.0,206.0,"Fri, 22 Nov 2019 19:02:36 GMT",True,"Fri, 22 Nov 2019 22:28:21 GMT",0.0
25145,2_39_78_367_2019-11-22 19:10:48.971836,"Fri, 22 Nov 2019 19:10:49 GMT","Sat, 23 Nov 2019 02:08:53 GMT","Sat, 23 Nov 2019 02:06:49 GMT",39.916,000001208,364.0,40.04,110.0,60.0,"Fri, 22 Nov 2019 19:10:51 GMT",True,"Fri, 22 Nov 2019 20:10:49 GMT",0.0
25146,2_39_124_22_2019-11-22 20:00:18.924640,"Fri, 22 Nov 2019 20:00:19 GMT","Sat, 23 Nov 2019 00:07:03 GMT","Fri, 22 Nov 2019 21:56:09 GMT",12.44,000001912,400.0,20.0,50.0,230.0,"Fri, 22 Nov 2019 20:00:22 GMT",True,"Fri, 22 Nov 2019 23:50:19 GMT",0.0
25147,2_39_138_29_2019-11-22 21:12:25.598870,"Fri, 22 Nov 2019 21:12:26 GMT","Sat, 23 Nov 2019 00:57:58 GMT","Fri, 22 Nov 2019 23:07:53 GMT",5.929,000001366,600.0,12.0,20.0,242.0,"Fri, 22 Nov 2019 21:12:35 GMT",True,"Sat, 23 Nov 2019 01:14:26 GMT",0.0
25149,2_39_92_442_2019-11-22 22:00:02.890046,"Fri, 22 Nov 2019 22:00:03 GMT","Fri, 22 Nov 2019 23:05:48 GMT","Fri, 22 Nov 2019 23:05:43 GMT",7.159,000000342,250.0,75.0,300.0,337.0,"Fri, 22 Nov 2019 22:01:28 GMT",True,"Sat, 23 Nov 2019 03:37:03 GMT",1.0
25150,2_39_123_23_2019-11-22 22:35:41.406058,"Fri, 22 Nov 2019 22:35:41 GMT","Fri, 22 Nov 2019 23:41:50 GMT","Fri, 22 Nov 2019 23:41:45 GMT",3.707,000001410,400.0,12.0,30.0,137.0,"Fri, 22 Nov 2019 22:36:40 GMT",True,"Sat, 23 Nov 2019 00:52:41 GMT",0.0
25151,2_39_79_378_2019-11-22 22:59:31.427743,"Fri, 22 Nov 2019 22:59:31 GMT","Sat, 23 Nov 2019 01:12:00 GMT","Sat, 23 Nov 2019 01:11:55 GMT",14.772,000000313,400.0,80.0,200.0,454.0,"Fri, 22 Nov 2019 23:00:26 GMT",True,"Sat, 23 Nov 2019 06:33:31 GMT",0.0
25152,2_39_78_360_2019-11-23 00:49:10.167838,"Sat, 23 Nov 2019 00:49:10 GMT","Sat, 23 Nov 2019 02:29:40 GMT","Sat, 23 Nov 2019 02:29:39 GMT",5.272,000001202,400.0,15.2,38.0,173.0,"Sat, 23 Nov 2019 00:49:41 GMT",True,"Sat, 23 Nov 2019 03:42:10 GMT",1.0
25153,2_39_138_29_2019-11-23 01:24:02.732415,"Sat, 23 Nov 2019 01:24:03 GMT","Sat, 23 Nov 2019 02:29:48 GMT","Sat, 23 Nov 2019 02:29:39 GMT",3.771,000000365,333.0,9.99,30.0,104.0,"Sat, 23 Nov 2019 01:24:23 GMT",True,"Sat, 23 Nov 2019 03:08:03 GMT",0.0
25154,2_39_139_28_2019-11-23 01:43:37.678571,"Sat, 23 Nov 2019 01:43:38 GMT","Sat, 23 Nov 2019 05:14:15 GMT","Sat, 23 Nov 2019 05:14:12 GMT",22.416,000001085,250.0,30.0,120.0,259.0,"Sat, 23 Nov 2019 01:44:48 GMT",True,"Sat, 23 Nov 2019 06:02:38 GMT",0.0
25155,2_39_129_17_2019-11-23 02:09:36.755194,"Sat, 23 Nov 2019 02:09:37 GMT","Sat, 23 Nov 2019 18:18:57 GMT","Sat, 23 Nov 2019 14:26:54 GMT",24.902,000000291,250.0,25.0,100.0,678.0,"Sat, 23 Nov 2019 02:09:39 GMT",True,"Sat, 23 Nov 2019 13:27:37 GMT",1.0
25156,2_39_131_30_2019-11-23 03:05:14.178521,"Sat, 23 Nov 2019 03:05:22 GMT","Sat, 23 Nov 2019 04:42:46 GMT","Sat, 23 Nov 2019 04:28:54 GMT",7.376,000003123,400.0,12.0,30.0,154.0,"Sat, 23 Nov 2019 03:05:21 GMT",True,"Sat, 23 Nov 2019 05:39:22 GMT",2.0
25157,2_39_127_19_2019-11-23 03:05:35.826256,"Sat, 23 Nov 2019 03:05:36 GMT","Sat, 23 Nov 2019 04:09:58 GMT","Sat, 23 Nov 2019 04:09:53 GMT",6.523,000001473,400.0,44.0,110.0,99.0,"Sat, 23 Nov 2019 03:06:39 GMT",True,"Sat, 23 Nov 2019 04:44:36 GMT",0.0
25158,2_39_124_22_2019-11-23 03:31:15.141786,"Sat, 23 Nov 2019 03:31:15 GMT","Sat, 23 Nov 2019 17:35:49 GMT","Sat, 23 Nov 2019 08:00:28 GMT",15.898,000000838,600.0,36.0,60.0,285.0,"Sat, 23 Nov 2019 03:32:00 GMT",True,"Sat, 23 Nov 2019 08:16:15 GMT",1.0
25159,2_39_138_29_2019-11-23 05:39:04.405626,"Sat, 23 Nov 2019 05:39:04 GMT","Sat, 23 Nov 2019 17:19:25 GMT","Sat, 23 Nov 2019 07:54:02 GMT",7.067,000001202,400.0,15.2,38.0,173.0,"Sat, 23 Nov 2019 05:40:26 GMT",True,"Sat, 23 Nov 2019 08:32:04 GMT",1.0
25160,2_39_139_28_2019-11-23 06:33:59.354236,"Sat, 23 Nov 2019 06:33:59 GMT","Sat, 23 Nov 2019 15:32:06 GMT","Sat, 23 Nov 2019 14:26:52 GMT",43.911,000000489,200.0,44.0,220.0,406.0,"Sat, 23 Nov 2019 06:34:59 GMT",True,"Sat, 23 Nov 2019 13:19:59 GMT",1.0
25161,2_39_91_437_2019-11-23 18:34:37.686488,"Sat, 23 Nov 2019 18:34:38 GMT","Sun, 24 Nov 2019 00:36:19 GMT","Sat, 23 Nov 2019 20:27:27 GMT",5.819,000001222,400.0,8.0,20.0,72.0,"Sat, 23 Nov 2019 18:35:18 GMT",True,"Sat, 23 Nov 2019 19:46:38 GMT",2.0
25162,2_39_131_30_2019-11-24 06:19:03.175952,"Sun, 24 Nov 2019 06:19:03 GMT","Sun, 24 Nov 2019 21:15:46 GMT","Sun, 24 Nov 2019 11:17:17 GMT",32.621,000000489,385.0,84.7,220.0,406.0,"Sun, 24 Nov 2019 06:20:28 GMT",True,"Sun, 24 Nov 2019 13:05:03 GMT",1.0
25164,2_39_88_24_2019-11-24 19:36:21.380011,"Sun, 24 Nov 2019 19:36:21 GMT","Sun, 24 Nov 2019 21:11:55 GMT","Sun, 24 Nov 2019 20:43:09 GMT",6.342,000000798,400.0,8.0,20.0,106.0,"Sun, 24 Nov 2019 19:38:20 GMT",True,"Sun, 24 Nov 2019 21:22:21 GMT",0.0
25165,2_39_78_365_2019-11-24 21:53:45.951306,"Sun, 24 Nov 2019 21:53:46 GMT","Mon, 25 Nov 2019 07:08:05 GMT","Mon, 25 Nov 2019 05:28:56 GMT",43.877,000000248,400.0,44.0,110.0,490.0,"Sun, 24 Nov 2019 21:54:59 GMT",True,"Mon, 25 Nov 2019 06:03:46 GMT",0.0
25166,2_39_127_19_2019-11-24 23:08:11.939312,"Sun, 24 Nov 2019 23:08:12 GMT","Sun, 24 Nov 2019 23:32:02 GMT","Sun, 24 Nov 2019 23:31:54 GMT",2.446,000001085,250.0,7.5,30.0,99.0,"Sun, 24 Nov 2019 23:09:14 GMT",True,"Mon, 25 Nov 2019 00:47:12 GMT",0.0
25167,2_39_126_20_2019-11-25 02:24:00.477310,"Mon, 25 Nov 2019 02:24:00 GMT","Mon, 25 Nov 2019 03:48:13 GMT","Mon, 25 Nov 2019 03:47:56 GMT",9.256,000003968,233.0,25.63,110.0,89.0,"Mon, 25 Nov 2019 02:25:15 GMT",True,"Mon, 25 Nov 2019 03:53:00 GMT",1.0
25168,2_39_131_30_2019-11-25 03:41:29.623356,"Mon, 25 Nov 2019 03:41:30 GMT","Mon, 25 Nov 2019 14:45:54 GMT","Mon, 25 Nov 2019 10:06:45 GMT",42.486,000000489,385.0,80.85,210.0,719.0,"Mon, 25 Nov 2019 03:41:46 GMT",True,"Mon, 25 Nov 2019 15:40:30 GMT",1.0
25169,2_39_79_379_2019-11-25 16:02:02.092538,"Mon, 25 Nov 2019 16:02:02 GMT","Tue, 26 Nov 2019 00:57:19 GMT","Mon, 25 Nov 2019 20:04:27 GMT",21.142,000001104,250.0,37.5,150.0,436.0,"Mon, 25 Nov 2019 16:03:06 GMT",True,"Mon, 25 Nov 2019 23:18:02 GMT",2.0
25172,2_39_139_28_2019-11-25 16:41:57.046937,"Mon, 25 Nov 2019 16:41:57 GMT","Mon, 25 Nov 2019 20:36:49 GMT","Mon, 25 Nov 2019 18:12:48 GMT",4.942,000000562,325.0,6.5,20.0,212.0,"Mon, 25 Nov 2019 16:42:19 GMT",True,"Mon, 25 Nov 2019 20:13:57 GMT",0.0
25173,2_39_79_378_2019-11-25 16:44:47.574022,"Mon, 25 Nov 2019 16:44:48 GMT","Tue, 26 Nov 2019 03:26:08 GMT","Mon, 25 Nov 2019 21:57:13 GMT",14.734,000000676,400.0,24.0,60.0,629.0,"Mon, 25 Nov 2019 16:44:56 GMT",True,"Tue, 26 Nov 2019 03:13:48 GMT",1.0
